,CPI,trade_balance_perc_of_gdp,life_expectancy,inflation_annual_perc,gini_index,democracy_index,childmor_0_5_per_1000,cellphone_per_100,avrg_daily_income,gender_inequality_ind,press_freedom_index,political_stability,ethnic_div_index,linguistic_div_index,religious_div_index,rural_population_ratio,unemployment_perc_tot_labor,pop_percent_with_sanitation,undernourishment_prevalence_perc,population,fertility_rate
1835,35.0,3.65,74.9,6.88,43.8,31.4,15.8,63.7,7.36,0.253,15.329999999999998,-0.65706068277359,0.1538,0.1327,0.6643,50.774,4.53,75.68897,2.5,1348191360.0,1.59
1836,35.0,-1.58,77.9,3.8,54.6,65.5,18.5,99.2,13.8,0.464,48.5,-1.53718483448029,0.6014,0.0193,0.1478,22.036,10.98,84.3368,12.9,44816104.0,2.01
1837,35.0,-7.6,80.4,-0.177,34.1,79.2,3.91,111.0,35.9,0.152,81.0,-0.12720687687397,0.1576,0.03,0.153,23.708,12.71,98.567085,2.5,11033784.0,1.41
1838,35.0,-66.8,48.1,5.34,47.9,60.2,100.0,48.8,3.32,0.558,76.0,0.456775397062302,0.255,0.2543,0.7211,75.202,16.867,30.425304,11.6,2022752.0,3.3
1839,35.0,3.98,77.3,5.71,45.5,64.0,20.1,99.6,11.7,0.423,70.0,-0.999915421009064,0.6566,0.3358,0.1988,23.57,3.6,71.48246,8.7,29229576.0,2.55
1841,35.0,5.72,77.0,4.08,39.4,65.5,13.3,105.0,13.8,0.378,43.17,-1.44278836250305,0.6338,0.6344,0.0994,56.144,0.62,95.39078,9.9,68270488.0,1.55
1843,34.0,-9.96,71.9,0.647,40.0,37.9,32.0,98.9,9.51,0.526,52.6,-0.383013308048248,0.4841,0.4683,0.0035,41.982,9.09,77.91863,5.1,32464866.0,2.58
1844,33.0,-20.6,78.1,4.49,29.5,58.6,13.3,92.4,9.77,0.246,78.5,-0.191482901573181,0.2204,0.0399,0.4719,47.837,14.09,95.17216,5.8,2913402.0,1.65
1845,33.0,-4.45,67.3,10.5,35.5,72.8,58.2,60.6,3.78,0.582,61.25,-1.27798449993134,0.4182,0.8069,0.326,69.07,8.319,42.41652,15.9,1240613632.0,2.6
1846,33.0,-18.2,76.3,9.81,45.3,72.1,18.3,116.0,14.6,0.417,92.33,-0.4295414686203,0.4129,0.1098,0.616,46.257,7.63,84.70495,9.7,2733904.0,2.17
1848,32.0,-21.6,76.3,1.41,33.0,53.2,7.18,81.6,21.4,0.222,86.5,-0.693730175495148,0.63,0.6751,0.6851,54.442,27.31,95.21848,2.5,3811093.0,1.31
1850,32.0,-11.7,63.7,5.64,43.6,33.8,77.1,76.3,4.42,0.659,59.5,0.0654169842600822,0.7864,0.8076,0.097,44.338,9.231,46.073204,10.4,1937284.0,5.71
1851,32.0,-10.7,70.3,5.14,51.3,60.5,35.0,124.0,10.7,0.549,79.75,-0.852924466133118,0.5122,0.4586,0.3753,51.597,3.5,65.26596,16.4,14543126.0,3.38
1854,32.0,-13.7,48.0,3.2,51.9,29.0,88.7,66.0,3.96,0.552,42.5,-0.0760726928710938,0.0582,0.1722,0.4444,77.52,26.39,56.24923,17.6,1099926.0,3.53
1855,31.0,-8.04,57.9,3.78,38.8,35.9,114.0,35.4,2.92,0.617,85.0,-0.117637142539024,0.7377,0.7228,0.5798,75.367,3.626,17.355925,13.3,16116851.0,5.87
1856,31.0,-5.24,69.4,10.1,30.2,30.7,29.0,81.0,6.55,0.557,56.67,-0.898418307304382,0.1836,0.0237,0.1979,56.981,8.756,94.31287,4.5,87252416.0,3.19
1857,31.0,-1.36,75.3,4.55,47.2,69.3,17.4,81.2,13.0,0.408,52.5,-0.726463437080383,0.5418,0.1511,0.1796,22.185,5.3,85.20103,4.8,112532400.0,2.34
1858,30.0,-10.6,73.5,5.44,47.3,62.0,34.2,91.0,12.2,0.491,73.87,-0.0449540354311466,0.4294,0.0395,0.3118,26.247,5.21,82.484474,13.0,9775756.0,2.6
1862,29.0,7.02,74.5,16.1,28.1,34.4,27.4,91.4,9.08,0.519,52.67,-1.25936758518219,0.3394,0.4427,0.0091,32.46,9.96,86.978134,4.3,35856348.0,2.89
1863,29.0,2.9,75.9,20.9,43.6,68.4,14.4,139.0,23.1,0.364,83.65,-0.0847978666424751,0.255,0.0618,0.2236,9.151,7.71,92.502335,3.1,41100124.0,2.37
1864,29.0,14.4,67.6,19.5,27.9,33.0,20.2,117.0,9.93,0.278,31.5,0.52297180891037,0.6171,0.6621,0.5898,43.173,5.77,97.39587,3.2,16627839.0,2.67
1866,29.0,-12.5,65.7,1.6,40.1,52.7,66.4,66.6,3.36,0.586,75.0,-0.417924970388412,0.6939,0.7081,0.1497,56.227,10.233,47.234287,11.3,12530128.0,5.06
1867,28.0,-5.29,61.1,0.881,42.8,61.7,111.0,74.9,2.96,0.619,81.0,0.261260122060776,0.7872,0.7905,0.5544,56.907,1.04,12.754685,8.2,9445716.0,5.36
1868,28.0,6.86,70.3,8.78,47.6,59.2,41.1,70.2,17.3,0.486,71.87,-0.415407210588455,0.7396,0.224,0.2085,33.57,2.614,48.109028,20.4,10223277.0,3.2
1869,28.0,26.2,63.3,16.6,40.4,32.9,62.8,94.1,10.1,0.576,71.25,0.299279242753983,0.769,0.7821,0.6674,14.467,20.39,44.01846,14.7,1711117.0,4.08
1870,28.0,1.9,69.3,15.3,36.4,65.3,34.1,86.6,4.81,0.499,64.17,-0.853916168212891,0.7351,0.768,0.234,50.086,5.61,61.23021,13.0,244016176.0,2.48
1875,27.0,-12.3,58.4,4.37,32.5,60.1,131.0,47.9,2.95,0.666,92.0,-0.182899221777916,0.6906,0.8388,0.182,64.001,1.333,29.37283,5.8,15529183.0,6.55
1876,27.0,-9.99,65.1,39.2,33.1,63.6,26.1,92.9,8.49,0.415,80.58,0.597042262554169,0.3682,0.3734,0.0799,32.433,6.55,56.488163,16.5,2702527.0,2.64
1877,27.0,-13.8,53.5,8.0,48.2,49.0,105.0,31.3,2.35,0.56,73.5,0.394421875476837,0.6932,0.8125,0.6759,68.17,3.229,21.872345,24.1,23073732.0,5.56
1878,27.0,-8.43,61.1,9.43,38.4,56.4,72.3,46.5,2.99,0.581,87.0,0.0144716212525964,0.7353,0.8983,0.6334,71.886,2.99,18.674267,25.6,45110532.0,5.43
1879,27.0,-5.63,73.2,42.3,39.3,29.4,23.1,128.0,9.62,0.315,24.25,0.148407876491547,0.2383,0.2377,0.508,69.583,1.11,71.34909,10.9,87411016.0,1.95
1880,26.0,-25.1,73.9,7.77,30.0,40.9,18.5,131.0,7.12,0.346,72.5,0.071855328977108,0.1272,0.1291,0.4576,36.56,10.542,90.88416,3.7,2946296.0,1.55
1882,26.0,-14.1,62.6,10.2,42.4,39.4,67.3,35.5,1.69,0.603,65.12,-0.978338837623596,0.8791,0.0204,0.5191,68.062,4.28,8.319053,28.2,21731052.0,4.6
1884,25.0,-13.2,70.6,11.3,28.6,33.4,5.52,106.0,14.2,0.151,43.0,-0.0949900969862938,0.3222,0.4666,0.6116,25.328,6.257,95.41223,2.5,9731426.0,1.54
1885,25.0,-4.51,74.3,7.47,48.8,57.7,18.3,98.6,13.4,0.432,72.5,-0.586674451828003,0.655,0.1308,0.1417,37.31,4.09,80.48227,12.3,14989581.0,2.66
1886,25.0,-25.1,75.6,0.579,31.8,58.2,10.2,57.3,30.8,0.445,79.5,-1.62501502037048,0.1314,0.1312,0.7886,12.666,6.836,87.397156,5.7,4995799.0,1.61
1887,25.0,-19.4,74.4,6.14,44.4,57.3,20.4,67.7,9.1,0.497,77.67,-0.499709248542786,0.4844,0.0473,0.429,43.083,7.83,66.9421,20.0,5855736.0,2.43
1891,24.0,33.6,69.0,13.5,27.0,31.5,37.6,98.5,18.7,0.338,43.62,-0.238546922802925,0.2047,0.2054,0.4899,46.594,5.63,84.76531,2.5,9237203.0,1.96
1892,24.0,-5.75,70.0,7.14,32.1,58.7,49.1,45.8,4.08,0.607,57.5,-1.42578947544098,0.0454,0.0925,0.209,69.538,3.38,39.011543,15.2,148391136.0,2.28
1893,24.0,-17.9,71.1,4.68,53.1,57.6,23.6,112.0,11.2,0.469,48.87,-0.496909588575363,0.1867,0.0553,0.2357,48.115,4.12,73.99624,15.8,8450936.0,2.87
1894,24.0,8.0,59.6,16.3,42.0,34.7,135.0,54.2,3.5,0.672,48.5,-2.21112322807312,0.8505,0.8316,0.7421,56.52,3.755,34.47029,8.2,160952864.0,5.84
1895,24.0,-0.355,70.6,4.37,46.4,61.2,32.0,87.9,7.0,0.465,40.0,-1.65075957775116,0.2385,0.836,0.3056,54.668,3.61,68.53787,12.2,94636704.0,3.16
1896,24.0,-11.4,59.5,0.635,45.2,34.5,89.6,39.6,2.64,0.621,83.0,-0.179348394274712,0.7099,0.898,0.6596,62.467,2.427,13.49941,20.8,6571862.0,4.87
1897,24.0,-2.82,70.8,13.7,24.8,63.0,11.7,118.0,11.8,0.325,53.17,0.0131317190825939,0.4737,0.4741,0.6157,31.404,8.1,96.328,2.5,45683024.0,1.45
1899,24.0,-17.7,56.0,17.4,34.7,45.1,163.0,31.1,3.09,0.658,75.75,-0.236645370721817,0.8191,0.7634,0.5395,61.144,4.175,13.301577,29.1,6436699.0,5.2
1901,23.0,-1.94,68.1,22.3,34.6,38.6,97.1,81.2,5.94,0.657,74.62,-1.07616984844208,0.615,0.326,0.0149,53.412,9.895,32.44483,8.2,3419462.0,4.98
1902,23.0,-5.84,63.3,10.9,29.8,45.5,87.5,51.0,4.29,0.582,43.83,-2.67593312263489,0.7098,0.719,0.3848,65.003,0.65,49.67213,15.4,194454496.0,3.86
1903,22.0,-2.5,57.7,0.688,44.4,34.1,107.0,43.4,4.95,0.627,55.7,-0.736971437931061,0.8635,0.8898,0.7338,48.441,4.11,40.619495,7.1,19878044.0,5.11
1904,22.0,-0.474,57.4,1.52,42.7,30.2,107.0,73.9,3.97,0.66,64.0,-1.5838942527771,0.8204,0.7842,0.7551,52.67,6.776,26.879173,13.6,21120040.0,5.22
1905,22.0,-27.6,32.5,7.39,60.5,40.0,209.0,40.6,3.61,0.625,83.62,-0.940315425395966,0.095,0.0,0.4704,52.491,15.383,27.156439,44.4,9842883.0,3.33
1906,22.0,5.03,75.5,15.9,40.8,19.4,19.7,71.7,16.1,0.525,5.439999999999998,-1.63059186935425,0.6684,0.7462,0.1152,29.374,13.68,85.26534,6.1,75373864.0,1.77
1908,22.0,-26.8,69.0,15.1,32.8,42.4,46.8,33.9,5.19,0.518,63.62,-1.58397114276886,0.6632,0.7167,0.1417,83.232,10.548,42.04934,9.9,27161572.0,2.61
1909,22.0,3.02,75.7,4.66,51.0,64.0,26.0,103.0,15.4,0.492,83.75,-0.834862232208252,0.1689,0.5975,0.2123,40.739,4.57,82.18003,7.7,5768618.0,2.73
1911,21.0,8.08,68.8,14.2,39.5,42.6,10.3,166.0,23.0,0.307,50.1,-0.929458737373352,0.2452,0.2485,0.4398,26.313,7.37,86.821434,2.5,143242592.0,1.57
1912,21.0,-5.44,66.9,3.12,41.1,48.7,44.3,56.7,3.54,0.51,56.17,-0.50098443031311,0.2105,0.2104,0.0965,79.706,0.77,37.842197,11.2,14363534.0,2.88
1915,21.0,-11.2,47.8,4.21,56.7,18.2,150.0,21.0,2.9,0.701,81.5,-2.0206253528595,0.8295,0.8334,0.7916,61.096,5.518,17.900951,30.3,4660066.0,5.22
1917,21.0,13.0,60.9,29.4,48.7,28.9,62.5,83.8,4.37,0.615,66.4,-0.316415846347809,0.8747,0.6871,0.6642,36.744,20.019,16.082312,36.5,4437883.0,4.95
1919,21.0,-10.1,61.2,1.64,43.5,47.1,56.5,60.1,4.2,0.595,81.0,-1.16552352905273,0.8588,0.886,0.7765,76.429,2.846,31.833654,22.2,41517896.0,4.37
1920,21.0,-14.0,64.9,9.2,35.7,21.0,68.1,63.3,4.91,0.524,19.5,-0.282062977552414,0.5139,0.6382,0.5453,69.936,0.71,56.495026,14.1,6323425.0,3.15
1922,20.0,-8.53,58.8,20.8,42.1,21.5,115.0,17.8,1.7,0.656,48.17,-2.19674205780029,0.8747,0.8705,0.7021,59.987,4.017,19.624514,34.2,66391260.0,6.47
1923,20.0,-30.1,69.6,10.0,30.1,43.1,29.6,96.2,6.25,0.378,37.0,-1.0396523475647,0.6752,0.5949,0.447,64.694,2.834,95.3014,7.3,5483781.0,2.98
1924,19.0,19.0,60.2,32.3,44.3,33.2,120.0,40.2,6.29,0.551,71.5,-0.226182341575623,0.7867,0.787,0.6276,40.217,9.43,41.06079,23.9,23364196.0,6.16
1927,17.0,-6.7,56.5,6.39,42.9,15.2,150.0,24.2,3.62,0.747,66.83,-1.52482771873474,0.862,0.8635,0.6411,78.015,0.952,10.351639,31.4,11894734.0,6.59
1928,16.0,2.22,67.4,22.7,35.2,24.2,75.9,53.6,4.65,0.609,14.670000000000002,-2.66527771949768,0.7147,0.719,0.4307,66.911,15.13,28.238047,16.5,33739932.0,4.88
1929,16.0,-5.05,69.5,2.31,44.7,17.2,59.9,60.7,7.09,0.209,4.670000000000002,0.334105610847473,0.3918,0.3984,0.2327,51.509,4.0,95.45978,4.3,5267975.0,2.83
1930,16.0,-0.705,66.5,48.6,35.0,17.4,36.4,73.2,2.28,0.276,28.5,-0.720438122749329,0.4125,0.412,0.2133,49.044,5.36,98.517914,5.4,28614234.0,2.44
1932,15.0,5.34,70.6,16.6,29.2,40.0,34.8,74.4,11.1,0.574,54.42,-2.23926711082459,0.3689,0.3694,0.4844,30.897,8.252,83.44639,15.0,31264880.0,4.56
1934,14.0,2.45,64.8,6.03,38.1,17.7,63.3,1.2,4.84,0.555,5.5,-1.28592801094055,0.5062,0.5072,0.1974,71.115,0.696,68.82982,10.2,49390988.0,2.41
1937,31.0,-22.7,78.1,2.31,29.2,58.1,12.3,107.0,9.64,0.252,70.79,-0.282379418611526,0.2204,0.0399,0.4719,46.753,13.48,95.698494,5.4,2900660.0,1.67
1938,29.0,10.1,74.7,18.2,27.6,34.4,26.7,97.5,9.23,0.516,56.63,-1.36056065559387,0.3394,0.4427,0.0091,31.764,9.96,87.18924,3.8,36543548.0,2.93
1939,20.0,21.4,60.8,31.8,45.1,33.2,113.0,49.8,6.19,0.544,55.03,-0.369237810373306,0.7867,0.787,0.6276,39.472,7.36,42.326664,16.4,24259120.0,6.08
1940,30.0,1.69,76.0,23.7,42.6,68.4,13.9,146.0,24.2,0.362,84.22,0.158993661403656,0.255,0.0618,0.2236,9.01000000000001,7.18,93.02688,2.9,41520736.0,2.36
1941,26.0,-24.4,74.2,4.28,29.4,40.9,17.6,110.0,7.27,0.342,75.68,-0.06386898458004,0.1272,0.1291,0.4576,36.66,10.917,91.28323,3.4,2928984.0,1.5
1942,88.0,1.03,82.3,6.23,34.6,92.2,4.54,106.0,62.1,0.131,90.79,0.935710072517395,0.0929,0.3349,0.8211,14.7,5.08,99.99115,2.5,22357032.0,1.92
1943,78.0,2.79,81.0,1.83,30.8,84.9,4.2,155.0,61.9,0.103,98.68,1.19352161884308,0.1068,0.1522,0.4146,42.885,4.56,99.984116,2.5,8391201.0,1.44
1944,24.0,32.3,69.2,22.5,27.0,31.5,35.1,108.0,18.5,0.339,36.1,-0.532135963439941,0.2047,0.2054,0.4899,46.363,5.42,87.30903,2.5,9359018.0,2.01
1947,27.0,-7.58,71.1,7.86,32.2,58.6,46.2,56.2,4.15,0.594,55.97,-1.40473687648773,0.0454,0.0925,0.209,68.775,3.75,40.56614,15.8,150211008.0,2.24
1949,24.0,-1.04,70.5,71.0,27.1,31.6,5.11,110.0,14.6,0.151,28.38,-0.0877690091729164,0.3222,0.4666,0.6116,24.812,6.169,95.99551,2.5,9706983.0,1.58
1950,75.0,-0.099,80.4,1.81,28.1,80.5,4.37,114.0,53.0,0.09,94.74,0.95453542470932,0.5554,0.5409,0.2127,2.30200000000001,7.14,99.48612,2.5,10955742.0,1.8
1951,30.0,-5.52,61.4,3.73,43.4,60.6,109.0,79.8,3.0,0.626,73.05,0.318356364965439,0.7872,0.7905,0.5544,56.392,2.65,13.148697,7.9,9726385.0,5.31
1953,28.0,5.7,70.5,14.6,46.1,58.4,38.7,80.3,18.1,0.482,67.14,-0.417126506567001,0.7396,0.224,0.2085,33.126,2.25,49.796562,17.3,10396249.0,3.13
1954,32.0,-23.8,76.4,2.43,33.0,52.4,6.87,84.7,21.2,0.188,80.61,-0.819794893264771,0.63,0.6751,0.6851,54.122,27.58,95.236015,2.5,3743143.0,1.31
1955,61.0,-10.5,57.8,12.7,58.0,76.3,48.8,136.0,10.2,0.507,85.54,1.06444656848907,0.4102,0.411,0.5986,36.135,18.152,68.592316,21.0,2134043.0,2.88
1956,38.0,-0.769,74.0,8.32,53.0,71.2,17.9,118.0,18.4,0.447,70.21,-0.132575422525406,0.5408,0.0468,0.6054,15.369,7.58,82.700584,3.2,198185296.0,1.79
1958,33.0,0.15,72.7,6.11,34.3,67.8,10.3,139.0,16.1,0.237,74.37,0.301750302314758,0.4021,0.3031,0.5965,27.362,11.26,85.941666,4.0,7543128.0,1.5
1959,30.0,-5.11,58.3,6.74,37.9,35.9,108.0,46.3,3.01,0.613,78.09,-0.55538147687912,0.7377,0.7228,0.5798,74.804,3.78,17.891369,12.6,16602652.0,5.78
1961,21.0,-5.42,67.4,3.36,41.0,48.7,41.0,94.4,3.73,0.507,57.29,-0.304419666528702,0.2105,0.2104,0.0965,79.337,0.58,40.861332,9.7,14573894.0,2.81
1962,25.0,-3.06,58.2,2.59,45.0,34.1,103.0,51.3,5.14,0.625,70.43,-0.661687970161438,0.8635,0.8898,0.7338,47.836,3.967,41.00878,5.6,20448880.0,5.05
1963,87.0,-1.14,81.9,3.24,33.6,90.8,5.58,78.2,61.1,0.123,97.15,1.07717573642731,0.7124,0.5772,0.6958,18.904,7.51,99.47722,2.5,34323536.0,1.63
1965,22.0,-8.22,48.3,4.01,56.7,18.2,146.0,21.0,2.83,0.688,80.28,-1.78938913345337,0.8295,0.8334,0.7916,60.865,5.457,17.504013,29.6,4732037.0,5.17
1966,20.0,-2.93,56.9,8.58,43.3,16.2,146.0,29.8,3.81,0.71,68.67,-1.31808519363403,0.862,0.8635,0.6411,77.946,1.005,10.457713,26.0,12317729.0,6.48
1967,72.0,2.9,79.0,3.26,46.0,75.4,8.55,130.0,17.8,0.327,74.37,0.452553361654282,0.1861,0.1871,0.3841,12.868,7.32,97.565636,3.3,17173568.0,1.86
1968,36.0,2.4,75.3,8.08,42.4,31.4,14.6,72.7,7.9,0.245,4.07,-0.602054834365845,0.1538,0.1327,0.6643,49.489,4.55,77.50551,2.5,1357095424.0,1.59
1969,34.0,-0.917,78.7,6.39,53.5,66.3,17.9,102.0,14.3,0.463,49.73,-1.28465557098389,0.6014,0.0193,0.1478,21.665,10.11,85.279564,12.3,45308896.0,1.98
1971,22.0,22.6,61.6,11.0,48.9,28.9,60.6,84.7,4.59,0.608,73.46,-0.354300379753113,0.8747,0.6871,0.6642,36.288,20.19,16.626755,35.9,4584223.0,4.92
1972,48.0,-3.69,80.2,4.59,48.7,81.0,9.93,88.7,23.9,0.326,94.9,0.508276045322418,0.2368,0.0489,0.241,27.132,9.52,96.20067,5.0,4679927.0,1.89
1973,22.0,5.85,57.8,5.71,42.4,30.8,104.0,80.4,3.97,0.649,38.56,-1.40580761432648,0.8204,0.7842,0.7551,52.249,7.215,27.615736,10.9,21562916.0,5.18
1974,40.0,-1.69,77.1,1.67,32.3,67.3,5.3,118.0,21.8,0.133,78.09,0.623747110366821,0.369,0.0763,0.4447,44.678,13.68,96.39062,2.5,4351838.0,1.48
1976,63.0,-3.71,79.8,1.62,32.6,72.9,3.37,127.0,52.4,0.137,95.39,0.607984483242035,0.0939,0.3962,0.3962,32.594,7.86,99.55045,2.5,1145090.0,1.41
1977,44.0,3.78,78.0,-0.0206,26.4,81.9,3.25,125.0,31.8,0.138,96.71,1.10911762714386,0.3222,0.3233,0.6591,26.815,6.71,99.1373,2.5,10496379.0,1.48
1978,20.0,-6.17,59.4,13.8,42.1,21.5,111.0,22.8,1.85,0.655,48.96,-2.21298933029175,0.8747,0.8705,0.7021,59.456,4.254,19.163641,34.5,68654272.0,6.42
1979,94.0,6.39,79.9,0.639,27.3,95.2,4.07,129.0,57.6,0.044,97.15,1.10029304027557,0.0819,0.1049,0.2333,13.043,7.77,99.59724,2.5,5576016.0,1.76
1982,26.0,-10.6,73.4,8.06,47.7,62.0,33.8,88.6,12.7,0.487,71.58,-0.0004818502056878,0.4294,0.0395,0.3118,25.173,6.09,82.97357,11.1,9903743.0,2.57
1983,27.0,-2.25,74.9,5.66,45.9,57.2,17.5,101.0,13.9,0.431,68.46,-0.686557531356812,0.655,0.1308,0.1417,37.149,3.46,81.6753,8.4,15237734.0,2.63
1984,29.0,-4.12,69.6,11.7,29.2,39.5,27.8,93.5,6.62,0.553,29.36,-1.43705701828003,0.1836,0.0237,0.1979,57.0,11.849,94.612434,3.8,89200056.0,3.25
1985,34.0,-21.3,75.1,5.92,42.3,64.7,18.3,136.0,9.55,0.424,87.31,0.111001193523407,0.1978,0.0,0.3559,33.675,4.3,83.36306,10.7,6137354.0,2.22
1988,64.0,5.82,76.3,5.47,32.5,76.1,4.22,136.0,24.6,0.179,99.33,0.611041307449341,0.5062,0.4944,0.4985,32.035,12.33,99.28171,2.5,1327435.0,1.63
1989,27.0,-14.9,64.0,20.1,33.5,37.9,78.5,15.4,3.45,0.592,56.23,-1.5069637298584,0.7235,0.8073,0.6249,82.265,2.311,6.283375,20.9,91817936.0,4.8
1990,94.0,-0.779,80.7,2.62,27.6,90.6,2.9,166.0,55.0,0.064,99.99,1.39347100257874,0.1315,0.1412,0.2531,15.687,7.78,99.44803,2.5,5388173.0,1.83
1991,70.0,-1.95,81.8,0.948,33.3,77.7,4.24,95.3,58.4,0.126,87.18,0.602992832660675,0.1032,0.1221,0.4029,21.378,8.81,98.65472,2.5,62775272.0,1.99
1992,39.0,-18.9,73.7,3.72,39.4,61.6,9.98,106.0,10.8,0.166,72.61,-0.617963790893555,0.5023,0.5021,0.5899,42.908,31.5,92.75726,3.6,2097110.0,1.47
1993,30.0,33.0,63.7,12.7,40.0,34.8,60.4,134.0,10.4,0.574,69.44,0.384890913963318,0.769,0.7821,0.6674,13.908,20.418,45.080193,13.1,1772508.0,4.05
1994,35.0,-8.92,64.2,4.57,41.9,33.8,74.3,70.1,4.55,0.656,50.39,-0.0002706054074224,0.7864,0.8076,0.097,43.616,9.607,46.082798,8.7,1998215.0,5.68
1995,41.0,-18.2,72.2,8.71,39.6,47.4,13.0,116.0,6.3,0.411,68.46,-0.65695196390152,0.4923,0.4749,0.6543,44.081,19.63,87.44377,8.2,3821667.0,1.95
1996,80.0,4.91,80.7,1.07,30.5,83.4,4.09,112.0,58.5,0.09,95.39,0.842218458652496,0.1682,0.1642,0.6571,22.84,5.82,99.22473,2.5,81423384.0,1.41
1997,39.0,-12.4,62.4,13.9,42.4,60.2,66.6,80.8,4.6,0.572,86.19,0.16711214184761,0.6733,0.6731,0.7987,48.606,4.223,15.543963,6.1,26205940.0,4.23
1998,34.0,-5.85,80.5,0.959,34.9,76.5,3.97,110.0,29.8,0.14,77.65,-0.0986951887607574,0.1576,0.03,0.153,23.351,17.86,98.66462,2.5,11004730.0,1.39
1999,27.0,-10.9,70.7,6.89,50.5,58.8,33.7,131.0,10.3,0.541,70.43,-0.744141399860382,0.5122,0.4586,0.3753,51.299,3.095,65.560776,16.3,14833458.0,3.29
2003,18.0,-24.0,60.0,4.32,60.7,40.0,78.0,42.2,3.74,0.63,83.13,-0.990167558193207,0.095,0.0,0.4704,51.508,14.56,28.205662,44.0,9954318.0,3.25
2004,26.0,-19.7,71.0,7.81,56.2,58.4,22.7,93.5,10.7,0.466,53.34,-0.390435367822647,0.1867,0.0553,0.2357,47.457,4.47,75.01957,13.4,8622510.0,2.78
2006,46.0,5.72,75.1,1.93,29.2,70.4,5.86,117.0,20.4,0.242,86.85,0.743254065513611,0.1522,0.0297,0.5244,30.642,11.03,98.00476,2.5,9953247.0,1.33
2007,83.0,7.68,82.8,3.1,26.8,96.5,2.52,108.0,47.7,0.088,98.02,1.24400973320007,0.0798,0.082,0.1913,6.413,7.03,98.784584,2.5,319308.0,2.04
2008,31.0,-6.54,67.6,8.73,35.7,73.0,55.1,71.1,4.07,0.576,55.32,-1.32679533958435,0.4182,0.8069,0.326,68.724,8.168,45.2432,15.4,1257621248.0,2.53
2009,30.0,2.47,69.6,7.47,39.7,65.3,32.8,101.0,5.39,0.496,48.75,-0.770114183425903,0.7351,0.768,0.234,49.405,5.15,63.65929,10.7,247099696.0,2.47
2010,27.0,8.65,75.8,33.4,39.6,19.8,18.8,73.4,15.8,0.527,3.67,-1.4217677116394,0.6684,0.7462,0.1152,28.8,12.49,85.92104,6.3,76342968.0,1.76
2011,18.0,16.7,71.0,24.7,29.4,40.3,33.7,78.8,11.2,0.572,43.91,-1.84698355197906,0.3689,0.3694,0.4844,30.732,8.125,85.31761,15.9,32378066.0,4.56
2012,75.0,18.7,80.8,1.73,32.9,85.6,4.07,108.0,42.7,0.14,96.05,0.948998928070068,0.1206,0.0312,0.155,38.258,15.35,90.65576,2.5,4544504.0,2.0
2014,39.0,-1.4,82.2,1.61,35.1,77.4,3.88,160.0,47.7,0.119,80.5,0.501207411289215,0.1145,0.1147,0.3027,31.556,8.36,99.88568,2.5,60025952.0,1.43
2015,33.0,-23.1,75.8,5.8,45.3,71.3,17.8,107.0,14.8,0.409,95.39,-0.0629833340644836,0.4129,0.1098,0.616,46.07,8.03,84.938446,9.9,2746169.0,2.14
2016,80.0,-0.646,83.2,-1.62,32.4,80.8,3.4,104.0,51.1,0.113,94.08,0.99509197473526,0.0119,0.0178,0.5406,8.931,4.55,99.95967,2.5,128007256.0,1.39
2017,45.0,-25.6,77.2,5.91,34.0,38.9,19.8,105.0,17.0,0.479,56.1,-0.513562262058258,0.5926,0.0396,0.0659,12.828,12.9,97.766106,6.1,7109980.0,3.64
2018,27.0,19.8,68.1,20.5,28.0,32.4,18.2,150.0,11.8,0.269,42.5,-0.338570564985275,0.6171,0.6621,0.5898,43.1,5.39,97.464516,2.6,16864920.0,2.7
2019,22.0,-15.3,62.0,10.1,43.0,47.1,54.1,65.9,4.21,0.588,74.04,-1.24479079246521,0.8588,0.886,0.7765,76.031,2.859,31.932772,20.6,42635148.0,4.27
2022,54.0,1.11,81.2,1.28,31.8,80.6,3.98,107.0,38.5,0.113,85.1,0.412495642900467,0.002,0.0021,0.6604,18.077,2.99,99.980415,2.5,49169880.0,1.21
2024,46.0,47.3,80.9,17.3,35.0,37.4,10.0,157.0,62.5,0.216,75.03,0.311102718114853,0.6604,0.3444,0.6745,0.0,2.033,100.0,2.5,3143827.0,2.15
2025,21.0,-27.1,70.3,22.5,27.8,43.4,27.7,113.0,6.23,0.389,67.14,-1.09803068637848,0.6752,0.5949,0.447,64.648,3.022,95.66838,6.7,5552339.0,3.04
2026,22.0,-11.0,65.6,10.5,35.8,21.0,64.8,85.4,5.15,0.517,34.95,-0.058007225394249,0.5139,0.6382,0.5453,69.34,1.069,59.137966,12.8,6416331.0,3.06
2027,42.0,-5.93,73.9,6.52,35.8,70.5,7.25,111.0,19.1,0.227,83.57,0.320002138614655,0.5867,0.5795,0.5556,32.131,16.21,90.32743,2.5,2076974.0,1.51
2028,25.0,-29.4,75.7,2.97,31.8,53.2,9.76,68.5,30.8,0.452,72.73,-1.55828750133514,0.1314,0.1312,0.7886,12.516,7.383,88.70634,4.2,5045061.0,1.64
2029,35.0,-55.1,48.2,9.43,47.5,63.3,97.8,60.5,3.48,0.557,79.62,0.383940756320953,0.255,0.2543,0.7211,74.69,16.872,32.518658,12.0,2037687.0,3.28
