,CPI,trade_balance_perc_of_gdp,life_expectancy,inflation_annual_perc,gini_index,democracy_index,childmor_0_5_per_1000,cellphone_per_100,avrg_daily_income,gender_inequality_ind,press_freedom_index,political_stability,ethnic_div_index,linguistic_div_index,religious_div_index,rural_population_ratio,unemployment_perc_tot_labor,pop_percent_with_sanitation,undernourishment_prevalence_perc,population,fertility_rate
2298,34.0,-0.0996,76.3,23.9,41.0,68.4,12.7,159.0,24.0,0.356,74.33,0.0653142631053925,0.255,0.0618,0.2236,8.751,7.1,94.01399,2.6,42388268.0,2.34
2299,36.0,-20.8,75.1,3.37,30.6,40.2,15.9,115.0,7.81,0.305,71.96,0.11038514226675,0.1272,0.1291,0.4576,36.836,11.531,92.08719,3.2,2901386.0,1.71
2300,81.0,-1.3,82.7,-0.154,34.5,91.3,4.13,108.0,64.2,0.123,84.76,1.03107297420502,0.0929,0.3349,0.8211,14.498,5.66,99.99115,2.5,23111788.0,1.89
2301,69.0,2.82,81.3,1.62,30.8,84.8,3.91,157.0,63.5,0.086,90.6,1.36410057544708,0.1068,0.1522,0.4146,42.664,5.34,99.98046,2.5,8479542.0,1.47
2302,28.0,22.2,69.7,0.445,27.0,30.6,30.4,105.0,19.5,0.342,52.27,-0.412859916687012,0.2047,0.2054,0.4899,45.855,4.97,92.441696,2.5,9614478.0,2.08
2304,61.0,1.83,82.5,1.8,40.5,75.3,4.12,123.0,35.6,0.117,67.03,-1.10128474235535,0.3436,0.5525,0.3469,7.96899999999999,6.21,99.98357,2.5,7726675.0,3.03
2305,27.0,-7.22,72.8,7.17,32.3,58.6,40.8,75.7,4.27,0.583,57.99,-1.62785887718201,0.0454,0.0925,0.209,67.238,4.43,43.655437,15.0,154030144.0,2.18
2307,29.0,-3.15,72.8,21.3,26.6,30.4,4.5,115.0,18.2,0.157,51.65,0.00595916621387,0.3222,0.4666,0.6116,23.801,6.007,97.18332,2.5,9691143.0,1.65
2308,75.0,0.798,80.7,1.27,27.7,80.5,4.19,111.0,54.4,0.075,87.06,0.940082728862762,0.5554,0.5409,0.2127,2.211,8.43,99.48612,2.5,11103260.0,1.79
2309,36.0,-4.06,62.0,1.4,45.5,58.7,104.0,93.4,3.0,0.62,71.67,0.301189363002777,0.7872,0.7905,0.5544,55.358,2.254,13.953718,7.5,10308730.0,5.18
2311,34.0,6.95,70.9,6.0,47.6,57.9,34.4,97.0,20.4,0.474,67.2,-0.32859343290329,0.7396,0.224,0.2085,32.301,2.44,53.219666,16.5,10743352.0,3.02
2312,42.0,-20.4,76.6,-0.224,33.0,50.2,6.42,96.4,22.3,0.173,73.14,-0.404944121837616,0.63,0.6751,0.6851,53.481,27.49,95.27203,2.5,3617564.0,1.32
2313,64.0,-3.02,59.4,1.53,55.6,79.8,43.1,146.0,9.5,0.499,77.09,1.10234701633453,0.4102,0.411,0.5986,34.428,18.538,71.680145,19.7,2217285.0,2.84
2314,42.0,-2.3,74.5,7.5,52.8,71.2,16.7,134.0,20.5,0.444,67.25,-0.258553296327591,0.5408,0.0468,0.6054,14.791,7.07,84.37852,2.8,201721776.0,1.77
2316,41.0,-0.569,73.3,0.072,36.6,68.3,9.23,141.0,18.9,0.213,71.42,0.170710384845734,0.4021,0.3031,0.5965,26.687,12.94,85.962326,3.2,7431169.0,1.52
2317,38.0,-9.88,58.9,-2.13,36.1,41.5,95.8,63.7,3.18,0.605,76.3,-0.763390123844147,0.7377,0.7228,0.5798,73.654,4.052,18.89358,11.8,17636414.0,5.61
2320,20.0,-5.27,68.2,0.781,40.8,46.0,35.6,135.0,4.18,0.501,58.19,-0.136436149477959,0.2105,0.2104,0.0965,78.585,0.44,46.950603,9.4,14999691.0,2.68
2321,25.0,-2.4,59.1,3.05,46.1,34.1,93.8,72.4,5.54,0.586,65.22,-0.53223729133606,0.8635,0.8898,0.7338,46.627,3.675,41.795532,5.2,21632852.0,4.92
2322,81.0,-1.57,82.1,1.74,33.8,90.8,5.45,80.9,63.0,0.115,87.31,1.06142175197601,0.7124,0.5772,0.6958,18.822,7.07,99.36619,2.5,35063696.0,1.61
2323,25.0,-8.45,47.5,2.49,56.7,14.9,138.0,28.3,2.7,0.687,73.39,-2.15489673614502,0.8295,0.8334,0.7916,60.337,5.452,16.725042,40.2,4802437.0,5.07
2324,19.0,-5.52,57.8,-4.14,43.4,15.0,138.0,34.5,3.81,0.701,65.13,-1.08947229385376,0.862,0.8635,0.6411,77.752,1.027,10.707975,25.6,13216769.0,6.26
2325,71.0,-0.968,79.3,2.26,45.8,78.0,8.26,135.0,21.5,0.3,73.76,0.363742530345917,0.1861,0.1871,0.3841,12.754,6.2,98.48646,3.1,17509926.0,1.82
2326,40.0,2.45,76.1,2.16,39.7,30.0,12.5,89.3,9.7,0.235,26.93,-0.543789923191071,0.1538,0.1327,0.6643,46.987,4.6,81.031845,2.5,1376100352.0,1.6
2327,36.0,-1.81,79.3,1.91,52.6,65.5,16.8,109.0,15.2,0.46,62.52,-1.29197180271149,0.6014,0.0193,0.1478,20.939,9.05,87.15938,8.9,46237928.0,1.92
2329,22.0,12.9,62.4,-1.1,48.9,28.9,57.9,96.5,4.76,0.6,71.8,-0.475050121545792,0.8747,0.6871,0.6642,35.373,20.34,17.755209,28.2,4828073.0,4.83
2330,53.0,-2.88,80.4,4.59,49.3,80.3,9.46,148.0,25.5,0.313,87.92,0.677918016910553,0.2368,0.0489,0.241,25.03,8.22,96.64089,4.9,4791541.0,1.84
2331,27.0,-0.0319,59.4,2.88,42.0,32.5,96.7,86.3,3.95,0.647,70.23,-1.04872417449951,0.8204,0.7842,0.7551,51.407,4.25,29.11738,9.9,22469272.0,5.08
2332,48.0,-2.0,77.8,0.741,32.0,69.3,5.05,110.0,20.4,0.122,73.39,0.642667889595032,0.369,0.0763,0.4447,44.294,17.25,96.437904,2.5,4308854.0,1.49
2334,63.0,1.67,80.3,-0.938,37.0,72.9,3.03,128.0,47.5,0.131,86.17,0.563347160816193,0.0939,0.3962,0.3962,32.863,15.87,99.506325,2.5,1166972.0,1.37
2335,48.0,5.69,78.5,1.36,26.5,80.6,3.11,130.0,31.4,0.145,89.83,1.08477854728699,0.3222,0.3233,0.6591,26.71,6.95,99.1364,2.5,10514547.0,1.5
2336,22.0,-4.57,60.9,2.77,42.1,18.3,104.0,38.4,2.12,0.646,58.34,-2.19219064712524,0.8747,0.8705,0.7021,58.373,4.468,18.266617,35.1,73460032.0,6.3
2337,91.0,6.61,80.5,0.888,28.5,93.8,4.11,125.0,58.7,0.039,92.92,0.959233462810516,0.0819,0.1049,0.2333,12.708,7.38,99.59723,2.5,5625393.0,1.88
2340,29.0,-6.35,72.3,4.69,47.7,67.4,32.7,90.6,12.8,0.478,71.66,0.207428693771362,0.4294,0.0395,0.3118,23.251,7.35,83.9271,8.8,10157054.0,2.51
2341,35.0,-2.33,75.2,3.1,46.9,58.7,16.1,106.0,15.3,0.404,65.31,-0.178656712174416,0.655,0.1308,0.1417,36.875,3.08,84.058586,8.8,15722988.0,2.57
2343,38.0,-21.0,74.3,0.579,43.4,65.3,16.7,145.0,10.9,0.398,77.14,-0.0336589030921459,0.1978,0.0,0.3559,31.964,3.69,83.24573,10.7,6185641.0,2.16
2346,68.0,2.68,77.2,4.03,35.1,76.1,3.64,146.0,28.3,0.154,90.74,0.748215436935425,0.5062,0.4944,0.4985,31.878,8.63,99.17788,2.5,1317985.0,1.61
2347,39.0,-5.73,52.1,6.53,53.2,32.0,69.4,79.9,4.72,0.564,53.24,-0.431911140680313,0.0582,0.1722,0.4444,77.001,24.524,58.895695,13.8,1118329.0,3.28
2348,33.0,-16.5,65.6,4.9,34.3,38.3,70.5,26.4,3.59,0.571,60.43,-1.40730738639832,0.7235,0.8073,0.6249,81.425,2.25,6.8950768,17.7,97084376.0,4.56
2349,89.0,-1.06,81.2,2.56,27.2,90.3,2.56,136.0,54.9,0.061,93.62,1.38517248630524,0.1315,0.1412,0.2531,14.875,8.19,99.44797,2.5,5438873.0,1.85
2350,71.0,-1.03,82.3,0.778,32.5,79.2,4.17,100.0,57.3,0.107,78.4,0.448744118213654,0.1032,0.1221,0.4029,20.865,9.92,98.65317,2.5,63335180.0,1.98
2351,34.0,24.1,65.3,-6.16,39.4,37.6,55.7,144.0,11.0,0.562,71.31,0.330102741718292,0.769,0.7821,0.6674,12.844,20.507,47.234898,12.9,1902230.0,3.96
2352,28.0,-7.5,64.8,5.93,38.8,33.1,69.3,87.0,4.82,0.648,54.91,-0.04863640666008,0.7864,0.8076,0.097,42.18,8.592,46.15813,9.8,2124876.0,5.6
2353,49.0,-12.2,72.9,1.35,38.6,59.5,11.4,132.0,7.43,0.364,69.91,-0.441366165876389,0.4923,0.4749,0.6543,43.315,19.42,87.02343,7.9,3786025.0,2.0
2354,78.0,5.76,80.8,1.96,31.1,83.1,3.96,122.0,59.0,0.078,89.76,0.92798388004303,0.1682,0.1642,0.6571,22.82,5.23,99.22479,2.5,81680592.0,1.43
2355,46.0,-9.88,63.5,54.0,42.6,63.3,60.2,102.0,4.9,0.556,82.73,0.0606060847640038,0.6733,0.6731,0.7987,47.252,2.17,17.289454,6.6,27525586.0,4.15
2356,40.0,-2.46,80.9,-2.05,36.1,76.5,4.23,115.0,24.7,0.121,71.54,-0.171341717243195,0.1576,0.03,0.153,22.645,27.47,98.85552,2.5,10914501.0,1.35
2357,29.0,-12.7,71.3,3.36,49.0,58.1,31.2,141.0,9.7,0.529,70.61,-0.674156248569489,0.5122,0.4586,0.3753,50.689,3.02,66.12725,17.5,15422663.0,3.15
2361,19.0,-19.3,61.6,8.08,60.5,39.4,74.4,69.8,3.97,0.633,75.91,-0.631015360355377,0.095,0.0,0.4704,49.54,13.958,30.333326,43.7,10261205.0,3.1
2362,26.0,-20.4,69.6,1.37,52.6,58.4,21.0,86.7,9.59,0.452,63.08,-0.438611596822739,0.1867,0.0553,0.2357,46.142,5.65,77.02496,14.2,8960654.0,2.62
2364,54.0,6.48,75.9,2.82,31.5,69.6,5.6,117.0,20.0,0.25,73.91,0.796646118164063,0.1522,0.0297,0.5244,30.047,10.18,97.99991,2.5,9894637.0,1.34
2365,78.0,7.71,83.2,2.12,25.4,96.5,2.34,110.0,49.8,0.072,91.51,1.28713369369507,0.0798,0.082,0.1913,6.367,5.38,98.78399,2.5,324036.0,1.99
2366,36.0,-2.98,68.4,6.19,35.7,76.9,49.1,68.6,4.12,0.565,58.78,-1.22917413711548,0.4182,0.8069,0.326,67.997,8.037,50.941177,14.9,1291132032.0,2.43
2367,32.0,-0.79,70.0,4.97,40.0,68.2,30.3,124.0,5.87,0.487,58.95,-0.51926463842392,0.7351,0.768,0.234,48.045,4.34,68.58673,8.2,253275920.0,2.44
2368,46.0,20.9,72.9,-1.2,35.5,18.2,9.86,169.0,47.3,0.307,43.12,-0.431784123182297,0.18,0.0949,0.127,17.26,5.6,99.55233,4.6,31482502.0,2.7
2369,45.0,-28.9,77.9,6.14,34.1,37.6,18.7,134.0,16.5,0.473,61.53,-0.6063152551651,0.5926,0.0396,0.0659,10.875,12.6,97.623436,6.0,7694818.0,3.56
2370,72.0,18.8,81.2,1.05,33.5,86.8,3.92,106.0,43.0,0.121,89.94,0.901075720787048,0.1206,0.0312,0.155,37.859,13.73,90.85927,2.5,4588830.0,2.0
2372,43.0,2.4,82.6,1.15,34.9,78.5,3.68,161.0,45.0,0.086,73.89,0.495499193668365,0.1145,0.1147,0.3027,31.021,12.15,99.885574,2.5,60312600.0,1.44
2373,38.0,-22.1,77.1,8.42,45.3,73.9,16.9,103.0,14.6,0.405,90.12,0.182374373078346,0.4129,0.1098,0.616,45.65,9.7,85.399155,9.7,2773134.0,2.07
2374,74.0,-2.41,83.9,-0.354,32.9,80.8,2.91,116.0,49.8,0.125,74.83,1.01914191246033,0.0119,0.0178,0.5406,8.774,4.04,99.95125,2.5,127678920.0,1.42
2375,47.0,19.5,71.9,-2.22,36.3,32.6,11.3,149.0,36.0,0.335,58.49,0.459530204534531,0.4373,0.3567,0.4322,21.118,3.602,98.48642,6.6,3816688.0,2.85
2376,26.0,11.8,69.4,9.5,27.1,30.6,14.5,175.0,12.6,0.238,44.92,-0.402473896741867,0.6171,0.6621,0.5898,42.954,5.2,97.601425,2.5,17345734.0,2.7
2377,27.0,-11.9,63.2,7.34,41.9,51.3,50.0,71.1,4.23,0.543,72.2,-1.16693091392517,0.8588,0.886,0.7765,75.206,2.831,32.123066,19.5,44792368.0,4.07
2379,55.0,4.63,81.9,1.02,31.4,80.6,3.73,109.0,40.5,0.108,75.52,0.278578639030457,0.002,0.0021,0.6604,18.221,2.75,99.97088,2.5,50098228.0,1.24
2381,43.0,44.1,81.3,0.223,35.1,37.8,9.2,176.0,58.1,0.216,71.72,0.166055589914322,0.6604,0.3444,0.6745,0.0,2.622,100.0,2.5,3646520.0,2.05
2382,24.0,-49.5,71.2,3.18,28.8,46.9,24.7,118.0,5.93,0.389,67.8,-0.911773800849915,0.6752,0.5949,0.447,64.483,3.296,96.40027,6.1,5719561.0,3.09
2383,26.0,-21.8,66.7,6.47,36.4,22.1,58.9,69.9,5.58,0.503,32.01,0.0674438998103142,0.5139,0.6382,0.5453,68.128,1.775,64.38716,10.0,6600736.0,2.9
2384,53.0,-4.37,74.2,1.72,35.5,70.5,6.04,126.0,21.7,0.23,77.11,0.593635261058807,0.5867,0.5795,0.5556,32.075,11.87,90.83324,2.5,2031491.0,1.51
2385,41.0,-9.18,76.7,4.5,34.0,57.6,17.5,112.0,12.9,0.294,60.07,-0.902563273906708,0.0394,0.0124,0.0104,32.505,15.93,89.99605,2.8,11300284.0,2.23
2386,49.0,-58.0,47.9,10.3,46.6,66.6,94.7,86.3,3.83,0.556,71.64,0.338074296712875,0.255,0.2543,0.7211,73.899,16.916,36.626442,19.3,2073948.0,3.22
2388,37.0,-13.4,72.1,1.26,39.5,40.7,28.0,126.0,10.6,0.481,60.96,-0.493017613887787,0.4841,0.4683,0.0035,40.3,9.23,80.741844,4.2,33803528.0,2.57
2389,57.0,1.45,74.0,1.28,35.3,75.4,5.05,151.0,23.7,0.137,81.76,0.964532315731049,0.3223,0.3219,0.4141,33.014,11.77,91.17762,2.5,3028191.0,1.6
2390,80.0,32.2,81.7,2.28,32.0,88.8,2.77,145.0,78.1,0.072,93.32,1.33524811267853,0.5302,0.644,0.0911,10.426,5.85,97.62175,2.5,543068.0,1.55
2391,28.0,-9.82,63.5,5.45,42.8,43.2,61.2,35.9,1.58,0.579,71.38,-0.659993410110474,0.8791,0.0204,0.5191,66.122,0.998,9.537083,33.0,23588078.0,4.37
2393,50.0,8.54,75.3,0.174,41.4,64.9,7.98,143.0,26.4,0.27,57.27,0.0517915934324265,0.588,0.597,0.6657,27.07,3.16,99.377266,3.5,30134806.0,2.09
2394,28.0,-14.9,59.2,0.653,32.2,59.0,118.0,116.0,3.57,0.665,69.97,-1.72216212749481,0.6906,0.8388,0.182,61.602,1.372,33.972824,3.7,17004038.0,6.32
2395,56.0,7.62,81.6,2.28,28.8,82.8,6.9,127.0,42.9,0.193,76.7,1.04275786876678,0.0414,0.0907,0.1223,5.721,6.11,99.964645,2.5,437531.0,1.42
2396,30.0,-11.3,69.0,4.49,33.1,41.7,89.0,107.0,6.21,0.647,73.24,-1.01476144790649,0.615,0.326,0.0149,50.694,9.967,38.856907,7.9,3742965.0,4.85
2397,52.0,-8.16,75.1,4.13,38.1,81.7,14.6,119.0,15.2,0.362,73.53,0.94480174779892,0.4634,0.4547,0.6385,58.778,7.32,95.50783,5.2,1290698.0,1.48
2398,34.0,-1.15,75.5,1.53,48.7,69.1,15.9,91.0,13.7,0.371,54.7,-0.714223802089691,0.5418,0.1511,0.1796,21.301,4.91,87.45178,4.2,117290680.0,2.27
2400,38.0,-22.5,66.6,2.91,32.9,65.1,20.7,101.0,11.0,0.336,70.07,0.491320788860321,0.3682,0.3734,0.0799,31.903,4.23,59.83627,11.4,2845160.0,2.81
2402,36.0,2.81,75.1,-0.0933,27.3,38.3,25.7,104.0,9.43,0.438,63.46,-1.20237147808075,0.3394,0.4427,0.0091,30.424,9.82,86.98688,3.0,38000628.0,2.92
2403,30.0,-49.7,54.0,2.98,52.5,47.7,89.9,49.1,2.73,0.554,71.99,-0.226966470479965,0.6932,0.8125,0.6759,66.64,3.347,26.271942,22.4,25251738.0,5.42
2404,21.0,0.653,66.7,3.8,38.1,27.6,55.8,13.5,5.84,0.549,55.29,-1.14037239551544,0.5062,0.5072,0.1974,70.543,0.722,70.29232,6.1,50648336.0,2.29
2405,48.0,-22.7,63.3,4.04,59.7,62.4,46.6,124.0,10.3,0.484,87.5,0.958809971809387,0.6329,0.7005,0.6626,55.244,19.03,33.21906,22.2,2204517.0,3.56
2406,31.0,-23.3,69.7,7.08,31.9,47.7,40.1,78.0,5.77,0.498,65.39,-1.12914609909058,0.6632,0.7167,0.1417,82.185,10.502,51.759563,6.8,27381558.0,2.29
2407,83.0,10.2,81.4,1.28,28.1,88.4,4.16,115.0,53.7,0.041,93.52,1.14381539821625,0.1054,0.5143,0.7222,10.813,7.24,97.75889,2.5,16867352.0,1.77
2408,91.0,1.61,81.5,4.16,33.4,92.6,6.02,107.0,39.8,0.146,91.62,1.45392656326294,0.3969,0.1657,0.811,13.779,5.84,100.0,2.5,4450641.0,2.05
2409,28.0,-20.6,74.5,4.35,45.7,54.6,19.2,111.0,11.0,0.45,71.69,-0.249215871095657,0.4844,0.0473,0.429,42.495,5.28,69.8936,19.3,6119377.0,2.3
2411,25.0,5.05,61.2,4.96,39.3,37.7,129.0,72.8,3.59,0.677,65.89,-2.08847832679749,0.8505,0.8316,0.7421,53.882,3.7,36.736385,9.1,174726128.0,5.71
2412,44.0,-18.1,74.0,4.48,36.2,61.6,11.2,106.0,10.9,0.154,65.73,-0.416076391935349,0.5023,0.5021,0.5899,42.811,29.14,94.03005,3.6,2102220.0,1.5
2413,86.0,11.7,81.8,2.55,26.4,99.3,2.88,112.0,71.3,0.049,93.48,1.3520919084549,0.0586,0.0673,0.2048,19.714,3.42,98.05914,2.5,5080667.0,1.91
2414,32.0,-6.34,70.1,8.71,29.4,32.7,25.5,107.0,6.87,0.572,51.34,-1.63883090019226,0.1836,0.0237,0.1979,57.107,13.154,95.20943,4.1,93377896.0,3.34
2415,28.0,-6.78,64.0,6.97,30.7,46.4,80.5,62.2,4.68,0.561,48.69,-2.60330200195313,0.7098,0.719,0.3848,64.387,2.95,55.432972,14.2,205337552.0,3.68
2416,35.0,-7.31,78.7,5.5,51.5,70.8,18.1,162.0,26.8,0.493,67.05,-0.141260921955109,0.5528,0.3873,0.3338,33.948,3.703,76.365715,8.2,3821557.0,2.59
2418,24.0,4.06,76.0,4.34,47.9,62.6,23.7,117.0,18.8,0.454,71.22,-0.735861599445343,0.1689,0.5975,0.2123,39.803,4.38,85.460815,7.4,6005656.0,2.58
2419,38.0,-0.171,78.4,1.06,43.9,65.4,17.6,99.2,12.8,0.43,68.13,-0.805739760398865,0.6566,0.3358,0.1988,23.011,3.57,73.655334,5.7,30038810.0,2.48
2420,36.0,-3.47,70.6,2.06,45.8,64.1,30.9,103.0,7.21,0.443,56.89,-1.08425319194794,0.2385,0.836,0.3056,54.097,3.5,72.55277,11.6,99700112.0,3.03
2421,60.0,1.18,77.2,0.22,33.1,71.2,5.21,148.0,21.8,0.15,86.89,0.973354995250702,0.1183,0.0468,0.1712,39.471,10.33,97.338684,2.5,38607352.0,1.33
2422,62.0,1.1,81.1,2.25,36.2,76.5,3.69,115.0,28.3,0.098,83.25,0.74876344203949,0.0468,0.0198,0.1438,37.648,16.19,99.18668,2.5,10464537.0,1.28
2423,25.0,3.28,76.2,36.8,37.4,19.8,17.3,83.2,15.1,0.525,26.6,-1.24968659877777,0.6684,0.7462,0.1152,27.705,10.6,87.196175,5.1,78458928.0,1.73
2424,43.0,-0.907,75.3,1.39,36.9,65.4,10.6,114.0,10.7,0.314,76.95,0.179133072495461,0.3069,0.1723,0.2373,46.063,7.1,81.44756,2.5,20066550.0,1.49
2425,28.0,5.4,70.9,5.32,40.9,35.9,9.47,151.0,25.6,0.283,56.58,-0.736093640327454,0.2452,0.2485,0.4398,26.137,5.46,87.5665,2.5,143956864.0,1.66
2426,53.0,-15.7,66.8,2.69,45.1,33.8,47.5,60.3,3.1,0.423,44.54,-0.110951617360115,0.3238,0.0,0.5066,83.053,11.906,61.867527,34.8,11101352.0,4.16
2430,28.0,-32.9,75.8,2.58,31.8,50.5,8.96,68.4,29.1,0.458,69.85,-1.69035339355469,0.1314,0.1312,0.7886,12.21,8.28,91.32469,5.0,5678859.0,1.7
2431,41.0,-15.9,66.5,1.19,40.4,61.5,55.8,96.6,3.97,0.542,73.81,-0.0607228353619576,0.6939,0.7081,0.1497,54.981,8.589,50.144054,12.0,13595571.0,4.96
2434,30.0,-30.2,58.2,6.96,34.5,46.4,137.0,57.4,3.37,0.653,73.65,-0.174718275666237,0.8191,0.7634,0.5395,59.964,4.469,14.257264,25.4,6964867.0,4.79
2437,57.0,4.68,80.5,1.6,26.2,78.8,2.75,110.0,36.9,0.07,79.51,0.882251679897308,0.2216,0.2201,0.2868,46.668,10.1,98.03398,2.5,2072374.0,1.58
2439,42.0,-2.12,61.3,5.84,63.1,79.0,41.2,143.0,12.1,0.431,75.44,-0.0462945364415646,0.7517,0.8652,0.8603,36.207,22.04,72.01358,4.3,53873608.0,2.53
2441,59.0,3.93,82.7,0.398,36.2,80.2,3.47,108.0,41.2,0.084,79.5,0.0120177594944835,0.4165,0.4132,0.4514,20.867,26.09,99.90427,2.5,46603460.0,1.34
2443,11.0,-7.84,68.3,36.4,34.5,25.4,70.1,76.8,4.59,0.594,29.94,-2.19300961494446,0.7147,0.719,0.4307,66.493,17.405,32.286392,11.7,35990708.0,4.72
2445,89.0,4.24,82.3,0.927,28.8,97.3,2.94,125.0,52.1,0.048,90.77,1.12777805328369,0.06,0.1968,0.2342,14.064,8.05,99.22435,2.5,9648935.0,1.92
2446,85.0,10.4,83.3,-0.0868,32.5,90.9,4.4,137.0,76.8,0.044,90.06,1.4011402130127,0.5314,0.5441,0.6083,26.326,4.75,99.88973,2.5,8088370.0,1.53
2447,16.0,11.9,70.9,-0.0116,29.5,41.0,31.5,91.5,11.6,0.568,55.33,-2.01139044761658,0.3689,0.3694,0.4844,30.405,9.263,89.097946,16.8,35481804.0,4.52
2450,33.0,-10.6,63.7,9.67,38.7,57.7,63.7,55.7,3.16,0.569,72.66,-0.162120848894119,0.7353,0.8983,0.6334,69.804,2.93,22.884062,22.7,49253648.0,5.22
2451,35.0,1.88,78.0,1.78,37.9,62.5,11.5,135.0,15.3,0.364,61.4,-1.31168270111084,0.6338,0.6344,0.0994,53.807,0.25,96.407524,8.2,69578600.0,1.52
2453,29.0,-14.6,61.3,1.72,44.5,34.5,81.8,60.0,2.7,0.605,71.55,-0.353710830211639,0.7099,0.898,0.6596,60.939,2.09,15.058569,19.4,7106238.0,4.66
2456,50.0,-4.94,77.0,6.28,40.2,56.3,14.3,91.0,19.8,0.354,53.44,-1.24993252754211,0.32,0.2216,0.0049,27.469,8.73,95.21548,2.5,76576120.0,2.11
2457,17.0,1.09,69.8,1.15,44.7,17.2,54.2,110.0,9.43,0.217,20.86,0.249095499515533,0.3918,0.3984,0.2327,50.459,4.096,96.616425,3.9,5560099.0,2.96
2459,25.0,-8.21,71.8,4.31,24.6,58.4,10.2,138.0,13.5,0.305,63.21,-0.777284979820251,0.4737,0.4741,0.6157,31.125,7.17,97.004166,2.5,45307104.0,1.5
2461,76.0,-1.56,81.0,2.17,33.2,83.1,4.64,122.0,51.0,0.153,83.11,0.48620143532753,0.1211,0.0532,0.6944,17.898,7.52,99.11485,2.5,64302296.0,1.88
2462,73.0,-2.85,79.1,1.75,40.6,81.1,6.97,97.3,69.2,0.229,81.78,0.643072605133057,0.4901,0.5647,0.8241,18.701,7.37,99.80257,2.5,319375168.0,1.96
2463,73.0,-3.01,76.8,9.0,40.5,81.7,9.6,156.0,27.3,0.333,84.08,0.804738223552704,0.2504,0.0817,0.3548,5.157,6.44,96.03108,2.5,3381187.0,2.03
2464,17.0,-5.11,67.0,12.0,35.0,17.2,29.8,71.8,2.66,0.29,39.61,-0.536078989505768,0.4125,0.412,0.2133,49.05,4.86,99.97484,2.5,29963220.0,2.37
2466,31.0,2.75,73.6,4.04,35.2,32.9,22.3,137.0,10.2,0.32,28.22,0.25057727098465,0.2383,0.2377,0.508,67.571,1.32,77.03452,8.7,90267736.0,1.96
2471,33.0,-19.0,78.2,1.55,34.6,56.7,10.1,116.0,10.1,0.219,70.08,0.485986232757568,0.2204,0.0399,0.4719,43.577,18.05,97.18802,5.0,2884100.0,1.71
2472,70.0,29.8,73.0,-0.668,31.1,26.4,7.91,190.0,73.7,0.151,63.97,0.7689089179039,0.6252,0.4874,0.331,14.625,1.902,98.46324,6.6,8835957.0,1.78
2473,19.0,10.1,63.0,3.56,47.7,33.5,92.9,51.8,5.87,0.531,63.5,-0.333232045173645,0.7867,0.787,0.6276,37.269,9.58,46.11703,13.7,27128340.0,5.84
2474,34.0,0.404,76.5,40.3,41.6,68.4,12.1,143.0,23.2,0.351,74.73,-0.0051218713633716,0.255,0.0618,0.2236,8.623,7.27,94.48011,2.5,42824064.0,2.32
2475,37.0,-18.7,75.2,2.31,31.5,41.3,15.1,120.0,8.01,0.313,70.93,-0.297135800123215,0.1272,0.1291,0.4576,36.888,11.862,92.49619,2.8,2889937.0,1.69
2476,80.0,-0.279,82.7,1.43,34.4,90.1,3.98,107.0,65.3,0.117,83.09,1.03219199180603,0.0929,0.3349,0.8211,14.398,6.08,99.99115,2.5,23469578.0,1.87
2477,72.0,3.27,81.5,2.18,30.5,85.4,3.8,152.0,62.5,0.083,89.99,1.27070045471191,0.1068,0.1522,0.4146,42.474,5.62,99.97859,2.5,8546066.0,1.48
2478,29.0,17.1,69.9,-1.28,27.0,28.3,28.3,108.0,19.7,0.345,47.13,-0.559909522533417,0.2047,0.2054,0.4899,45.578,4.91,94.34202,2.5,9741879.0,2.09
2480,60.0,1.58,82.0,0.669,39.8,76.3,4.01,121.0,36.2,0.114,68.81,-1.03973531723022,0.3436,0.5525,0.3469,7.896,5.89,99.97829,2.5,7863849.0,3.02
2481,25.0,-6.53,73.0,5.67,32.3,57.8,38.4,81.3,4.34,0.568,57.42,-0.895563185214996,0.0454,0.0925,0.209,66.465,4.393,45.18826,14.1,155961312.0,2.16
2483,31.0,-0.769,73.1,18.1,27.2,36.9,4.25,118.0,18.9,0.149,52.18,0.179782152175903,0.3222,0.4666,0.6116,23.307,5.996,97.78756,2.5,9693741.0,1.67
2484,76.0,0.819,81.0,0.983,28.1,79.3,4.09,114.0,55.0,0.068,87.2,0.701269447803497,0.5554,0.5409,0.2127,2.167,8.52,99.48613,2.5,11176727.0,1.79
2485,39.0,-2.41,62.3,-0.248,46.6,56.5,102.0,81.6,3.0,0.618,71.17,0.027139762416482,0.7872,0.7905,0.5544,54.834,2.111,14.3654995,7.4,10614845.0,5.12
2487,35.0,1.32,71.1,2.05,47.8,57.9,32.4,95.7,20.6,0.437,68.96,-0.333112090826035,0.7396,0.224,0.2085,31.953,2.02,54.944523,15.6,10916991.0,2.97
2488,39.0,-22.6,76.7,1.0,32.9,47.8,6.27,97.8,22.8,0.167,73.14,-0.0191790424287319,0.63,0.6751,0.6851,53.16,27.52,95.290535,2.5,3571070.0,1.33
2489,63.0,3.07,60.1,9.6,54.5,78.7,42.3,151.0,9.15,0.485,77.09,1.01184713840485,0.4102,0.411,0.5986,33.632,18.894,73.2177,19.3,2260383.0,2.81
